file,class,method,variable,usage
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/SalesDAO.java,sales.SalesDAO,getAllSales/0,mongoClient,1
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,"HomeSale/4[java.lang.String,java.lang.String,int,java.lang.String]",saleID,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,"HomeSale/4[java.lang.String,java.lang.String,int,java.lang.String]",salePrice,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,"HomeSale/4[java.lang.String,java.lang.String,int,java.lang.String]",postcode,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,"HomeSale/4[java.lang.String,java.lang.String,int,java.lang.String]",area_type,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,setPostcode/1[java.lang.String],postcode,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,setId/1[sales.ObjectId],id,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,setSaleID/1[java.lang.String],saleID,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,setarea_type/1[java.lang.String],area_type,2
/Users/jubal/CS5500_6500 SYD/REServer/src/main/java/sales/HomeSale.java,sales.HomeSale,setSalePrice/1[int],salePrice,2
